Conductance (S)
3.977600E-9
5.605050E-9
6.543150E-9
1.002150E-8
1.008645E-8
1.172600E-8
1.267800E-8
1.282650E-8
1.770350E-8
1.543000E-8
1.633200E-8
1.989800E-8
1.768550E-8
1.809800E-8
1.899400E-8
1.833100E-8
1.900950E-8
2.131950E-8
2.148600E-8
2.291200E-8
2.259500E-8
2.452200E-8
2.222250E-8
2.283500E-8
2.283100E-8
2.357350E-8
2.611500E-8
2.277500E-8
2.517650E-8
2.628000E-8
2.679800E-8
2.827550E-8
2.707300E-8
2.731000E-8
2.460900E-8
2.557900E-8
2.866700E-8
2.809200E-8
3.073550E-8
3.685600E-8
2.919200E-8
3.088100E-8
2.978350E-8
3.124250E-8
3.897400E-8
2.960300E-8
3.029300E-8
2.801550E-8
2.919950E-8
3.070950E-8
3.291500E-8
3.173100E-8
3.260650E-8
3.279900E-8
3.459000E-8
3.138900E-8
3.145450E-8
3.166150E-8
3.035050E-8
3.148400E-8
3.153600E-8
3.207500E-8
3.287650E-8
3.264500E-8
3.266050E-8
3.623300E-8
3.247050E-8
3.197800E-8
3.233400E-8
3.226900E-8
3.308400E-8
3.137550E-8
3.273500E-8
3.383750E-8
3.125300E-8
3.227300E-8
3.262750E-8
3.272250E-8
3.374050E-8
3.302800E-8
3.210200E-8
3.170650E-8
3.413000E-8
3.306100E-8
3.244350E-8
3.171800E-8
3.407050E-8
3.339950E-8
3.382150E-8
3.353500E-8
3.375800E-8
3.531900E-8
3.394150E-8
3.293950E-8
3.552400E-8
3.473300E-8
3.903550E-8
3.736550E-8
3.694300E-8
3.494100E-8
3.842450E-8
3.599800E-8
3.552500E-8
3.643600E-8
3.493800E-8
3.598050E-8
3.539150E-8
3.577800E-8
3.613700E-8
3.792500E-8
3.760500E-8
3.692200E-8
3.738700E-8
3.556350E-8
3.832350E-8
3.848500E-8
4.220000E-8
4.385600E-8
3.755100E-8
3.771800E-8
3.837000E-8
3.705350E-8
3.814550E-8
3.852050E-8
3.926550E-8
3.813700E-8
3.776450E-8
3.768950E-8
3.896650E-8
4.005750E-8
3.559250E-8
3.761200E-8
3.773750E-8
3.990750E-8
3.628750E-8
3.538400E-8
3.664150E-8
4.041500E-8
3.729100E-8
3.739750E-8
3.682400E-8
3.941150E-8
4.032250E-8
3.887700E-8
4.169150E-8
4.458850E-8
3.826650E-8
3.802600E-8
3.778150E-8
3.924000E-8
3.974900E-8
3.960250E-8
3.781750E-8
3.961600E-8
4.194000E-8
3.884400E-8
4.194250E-8
3.863600E-8
3.827350E-8
3.909050E-8
3.588300E-8
3.744150E-8
3.693700E-8
3.876750E-8
3.916250E-8
3.860650E-8
4.057800E-8
3.813050E-8
3.691400E-8
3.852250E-8
3.869100E-8
3.893150E-8
3.887950E-8
4.050400E-8
3.833750E-8
4.003900E-8
3.859950E-8
4.017650E-8
3.829650E-8
3.847900E-8
4.072250E-8
3.705000E-8
3.877100E-8
4.047100E-8
3.965400E-8
4.156850E-8
4.015000E-8
4.159950E-8
3.900100E-8
4.001850E-8
3.893700E-8
3.958950E-8
3.935700E-8
4.006700E-8
4.230100E-8
3.893400E-8
4.054300E-8
3.728350E-8
3.740250E-8
3.772500E-8
3.914500E-8
3.986150E-8
3.813150E-8
3.862700E-8
3.924300E-8
4.023350E-8
4.189100E-8
3.858900E-8
3.931550E-8
3.990750E-8
3.868950E-8
3.865250E-8
3.765950E-8
3.964400E-8
3.864900E-8
4.007600E-8
4.139400E-8
3.898850E-8
3.915800E-8
3.631100E-8
3.840150E-8
3.848100E-8
4.034050E-8
3.830300E-8
3.846300E-8
4.017100E-8
3.723750E-8
3.974750E-8
3.739400E-8
4.043150E-8
3.847200E-8
4.341350E-8
4.032250E-8
3.701200E-8
3.758750E-8
3.769400E-8
3.690700E-8
3.865100E-8
3.788400E-8
3.928600E-8
3.872450E-8
4.031350E-8
3.968500E-8
3.967750E-8
3.817650E-8
3.839800E-8
3.897350E-8
4.066050E-8
3.836850E-8
3.967400E-8
4.003850E-8
3.924200E-8
3.928350E-8
4.307100E-8
4.171750E-8
3.861250E-8
3.955550E-8
3.918650E-8
4.197250E-8
3.902650E-8
3.951300E-8
3.935400E-8
3.962950E-8
3.927350E-8
4.054300E-8
3.921800E-8
4.066400E-8
3.855500E-8
3.885400E-8
3.871200E-8
3.932100E-8
4.028650E-8
4.072750E-8
4.135850E-8
4.188350E-8
4.058800E-8
4.171350E-8
4.139800E-8
4.156750E-8
3.965650E-8
4.001500E-8
4.082800E-8
3.893600E-8
3.841700E-8
3.996800E-8
4.082550E-8
4.050950E-8
3.977550E-8
